No.,date,time,02t,11t,12t,54t,53t,59t,bkp112t,bkp115t,bkp129t,bkp130t,bkp128t,bkp65t,bkp64t,bkp72t,bkp75t,bkp80t,bkp90t,bkp89t,13t,16t,17t,14t,18t,20t,o10,50t,bkp116t,bkp119t,bkp122t,bkp121t,bkp126t,bkp125t,bkp133t,bkp131t,bkp61t,bkp60t,bkp63t,bkp62t,bkp92t,bkp87t,bkp58t,bkp57t,bkp56t,bkp124t,bkp123t
150,4/18/2024,6:00,69,73,95,79,74,99,75,77,85,78,79,79,78,79,78,91,80,91,67,79,99,92,89,74,78,73,77,74,84,80,81,80,82,81,78,82,79,78,77,88,82,78,80,77,78
151,4/18/2024,7:00,70,75,96,79,75,99,75,78,86,79,78,81,79,79,78,90,80,88,67,79,99,93,89,74,78,74,77,75,84,82,80,80,82,82,80,83,79,79,78,84,82,79,80,78,78
152,4/18/2024,8:00,71,72,96,77,72,99,72,72,78,77,76,80,74,77,75,86,82,82,63,77,99,88,88,71,74,71,74,74,83,79,76,79,79,81,78,79,78,79,76,79,80,77,78,17,75
153,4/18/2024,9:00,70,64,92,71,66,73,67,64,67,70,74,73,66,72,67,77,79,67,51,72,78,74,84,62,68,64,64,69,76,70,66,73,71,76,71,71,68,73,64,68,74,72,70,64,66
154,4/18/2024,10:00,59,53,81,60,55,57,63,53,61,56,71,62,57,66,58,67,71,48,35,66,66,45,79,46,59,56,53,61,65,73,57,65,57,69,58,56,54,62,49,49,66,67,58,52,56
155,4/18/2024,11:00,52,47,71,56,46,44,58,46,58,48,66,56,52,61,49,61,61,43,29,62,61,37,74,38,53,50,52,57,62,62,56,60,50,63,52,49,46,54,42,44,60,63,54,47,48
156,4/18/2024,12:00,46,44,66,53,45,43,57,44,57,44,65,54,51,59,42,58,57,42,23,60,63,31,72,33,53,47,47,54,62,59,60,56,50,62,51,49,46,51,42,40,58,61,52,45,46
157,4/18/2024,13:00,43,46,64,56,46,47,58,49,56,39,66,58,51,59,40,58,58,53,21,61,66,38,68,28,55,50,50,56,63,58,57,55,56,63,54,51,50,52,48,46,59,60,54,49,51
158,4/18/2024,14:00,44,47,66,56,47,48,62,53,55,45,65,59,54,59,49,58,56,56,30,61,64,45,68,25,56,51,55,56,64,60,58,60,59,65,54,54,54,53,50,54,60,61,56,51,55
159,4/18/2024,15:00,47,48,68,57,48,50,64,55,53,54,63,60,54,58,52,56,56,58,34,62,62,49,71,25,57,54,56,58,66,61,59,59,61,65,57,56,56,53,50,57,60,62,57,53,54
160,4/18/2024,16:00,48,47,69,59,48,51,65,56,50,55,64,59,53,57,51,52,57,60,35,63,63,53,71,40,57,54,56,56,68,62,59,58,61,65,56,55,56,53,52,60,61,61,56,56,56
161,4/18/2024,17:00,49,49,71,62,50,55,65,60,52,56,62,61,54,57,52,56,58,64,37,66,64,61,73,43,57,55,56,59,70,61,61,59,62,64,58,56,57,54,56,63,61,62,59,59,60
162,4/18/2024,18:00,50,50,72,61,51,55,66,61,54,59,62,61,56,59,52,57,59,68,42,69,72,68,73,46,58,55,57,62,70,66,66,60,64,68,58,57,57,55,57,66,64,61,60,59,1
163,4/18/2024,19:00,55,59,79,68,55,60,72,66,64,60,69,69,61,69,56,64,67,78,45,75,87,82,83,50,64,63,65,68,76,75,74,64,72,77,66,66,63,65,64,75,74,69,67,67,66
164,4/18/2024,20:00,62,68,88,74,68,75,74,73,72,70,75,76,71,76,66,73,75,84,57,77,99,89,87,56,74,70,72,72,81,78,78,75,78,79,74,76,72,73,72,81,78,75,75,73,73
165,4/18/2024,21:00,65,70,91,76,71,82,74,75,77,75,78,77,74,76,73,80,77,85,61,77,99,90,87,65,75,71,74,73,77,78,78,77,79,80,76,78,74,74,73,81,78,76,77,74,76
166,4/18/2024,22:00,66,71,92,77,71,84,74,75,78,76,78,78,75,76,74,82,77,85,62,77,99,90,86,68,76,71,75,74,82,78,78,78,79,80,76,79,75,74,73,81,78,76,78,74,76
167,4/18/2024,23:00,67,71,92,77,72,88,74,76,79,76,78,77,75,77,75,83,78,85,63,76,99,90,86,69,76,71,75,73,82,78,78,78,80,79,76,79,76,75,74,81,79,76,78,75,77
168,4/18/2024,0:00,67,70,92,76,72,84,74,75,79,77,79,77,76,76,75,83,77,85,64,75,99,90,84,71,76,70,75,73,81,78,78,79,79,78,76,79,75,74,74,82,78,76,77,74,76
169,4/19/2024,1:00,68,70,91,76,71,83,74,75,80,76,79,77,75,75,75,85,77,85,63,75,99,90,83,70,75,70,75,72,81,78,77,78,80,79,76,79,75,74,74,81,79,75,77,75,76
170,4/19/2024,2:00,68,70,92,77,70,84,74,75,81,76,78,77,75,75,75,86,78,86,63,76,99,91,85,70,75,71,75,72,82,78,78,78,79,79,76,80,76,75,74,82,79,75,77,75,77
171,4/19/2024,3:00,68,71,93,77,71,87,74,76,82,77,80,78,76,76,75,88,78,89,64,76,99,95,85,70,76,71,76,73,82,78,79,77,79,79,76,80,77,75,75,83,79,76,78,75,77
172,4/19/2024,4:00,69,72,94,78,72,94,75,77,82,77,80,79,77,77,76,89,80,92,65,78,99,91,87,72,76,72,76,74,83,79,81,78,81,80,78,81,78,76,76,86,81,77,79,76,78
173,4/19/2024,5:00,69,73,94,78,72,99,75,77,83,79,81,79,78,78,77,90,80,91,66,77,99,89,87,72,77,72,77,73,83,79,80,79,81,80,78,82,78,77,77,87,81,77,79,76,78
174,4/19/2024,6:00,69,73,94,78,72,99,74,77,84,79,80,78,78,78,78,88,79,85,66,77,99,89,86,74,78,72,76,73,83,78,79,80,80,79,77,81,77,76,76,84,80,77,79,75,78
175,4/19/2024,7:00,69,72,94,77,72,97,73,76,84,78,78,77,77,76,78,89,78,83,65,74,99,88,82,74,77,70,75,72,82,79,79,79,79,79,77,79,76,76,75,81,80,76,78,75,77
176,4/19/2024,8:00,69,67,90,73,68,81,69,72,79,75,77,73,72,72,74,85,73,77,60,69,76,77,79,72,73,65,71,69,78,72,75,76,74,75,72,73,72,72,70,76,74,72,73,71,72
177,4/19/2024,9:00,64,58,82,66,60,61,64,64,71,68,74,67,64,68,66,79,66,62,49,63,63,61,76,61,66,57,63,64,70,66,68,71,67,72,65,65,63,65,61,64,69,67,66,64,64
178,4/19/2024,10:00,60,54,77,63,55,54,63,58,65,59,71,63,55,64,58,68,60,49,42,59,58,42,74,52,59,56,58,60,65,60,60,65,62,68,61,61,59,61,55,52,64,62,62,60,58
179,4/19/2024,11:00,53,49,70,58,50,49,60,54,61,52,66,60,52,61,52,62,55,43,34,59,56,37,72,41,54,51,58,56,62,58,53,59,54,64,57,56,54,55,48,45,60,60,57,51,56
180,4/19/2024,12:00,46,46,64,55,46,45,59,49,57,47,63,55,49,57,49,57,51,36,25,59,61,30,66,33,53,48,53,52,60,56,49,56,50,60,52,53,50,51,44,37,58,58,53,41,51
181,4/19/2024,13:00,42,46,62,56,46,46,58,52,55,50,61,57,50,55,47,56,52,44,20,58,63,35,66,26,54,50,53,55,63,55,56,54,54,61,52,51,50,50,48,39,58,57,54,48,53
182,4/19/2024,14:00,42,44,63,52,45,45,57,50,53,47,63,57,50,55,47,54,51,51,25,59,62,43,66,22,53,49,52,54,60,56,54,54,53,60,51,50,52,50,44,51,56,57,52,47,50
183,4/19/2024,15:00,43,43,64,54,44,45,61,50,52,47,64,57,48,54,44,53,52,55,25,59,60,46,70,20,51,50,52,53,63,59,57,53,53,63,52,50,52,50,44,54,58,58,52,49,49
184,4/19/2024,16:00,46,45,67,58,45,50,62,55,51,50,64,58,50,56,46,54,54,57,32,62,61,49,68,20,54,52,55,55,66,59,57,55,58,63,54,53,55,52,50,57,59,60,55,54,54
185,4/19/2024,17:00,47,46,68,60,47,52,64,58,53,55,63,58,52,57,49,57,56,58,36,64,63,53,72,29,56,52,55,58,67,62,58,57,59,63,54,53,55,52,53,59,60,61,57,56,58
186,4/19/2024,18:00,50,51,73,63,52,56,67,60,58,57,64,63,57,65,52,60,61,66,40,72,76,63,78,44,60,57,58,63,72,67,65,62,63,68,59,58,57,56,56,64,66,66,61,60,60
187,4/19/2024,19:00,56,61,81,70,60,65,73,67,66,63,71,71,63,69,59,66,68,76,48,74,83,78,81,50,65,64,66,68,77,75,73,66,72,76,68,69,65,68,66,74,74,70,69,68,68
188,4/19/2024,20:00,62,67,87,73,66,71,73,72,73,68,75,74,69,73,65,74,73,82,55,75,85,87,83,58,71,68,71,71,80,77,76,73,77,78,72,74,70,72,70,79,77,74,73,72,72
189,4/19/2024,21:00,64,66,89,74,65,72,74,72,76,71,77,76,68,71,67,79,74,83,57,77,97,89,85,61,69,70,71,72,81,78,77,73,78,79,74,76,71,73,72,80,78,73,74,73,72
190,4/19/2024,22:00,66,70,91,76,69,80,75,75,77,72,77,78,71,76,66,81,77,86,60,78,99,93,88,60,73,72,74,73,82,79,79,76,79,80,76,79,75,75,74,83,79,76,77,75,76
191,4/19/2024,23:00,68,72,93,78,73,92,75,76,77,76,78,79,76,78,73,81,79,87,64,79,99,93,90,66,77,73,76,74,83,80,79,79,81,81,78,81,77,76,76,83,81,78,78,76,77
192,4/19/2024,0:00,69,74,95,79,74,97,75,77,79,78,79,80,78,79,76,84,80,88,65,80,99,94,91,70,78,74,76,75,84,81,80,80,82,82,79,82,79,77,77,84,82,79,79,76,78
